Longitud,Latitud,Valor
-57.99700,-31.29700,506.60000
-64.21700,-31.31700,159.70000
-57.96700,-31.43300,530.90000
-55.98300,-31.70000,610.00000
-58.03300,-32.33300,493.40000
-54.18300,-32.35000,529.70000
-57.63300,-32.68300,523.60000
-56.51700,-32.80000,569.50000
-68.78300,-32.83300,75.20000
-60.78500,-32.90400,275.30000
-54.38300,-33.21700,633.90000
-58.06700,-33.25000,415.20000
-56.50000,-33.35000,518.70000
-57.77100,-34.45600,405.70000
-54.30000,-34.48300,552.60000
-60.93100,-34.54600,258.40000
-58.53600,-34.82200,378.00000
-56.03100,-34.83800,508.60000
-57.58300,-37.93300,304.00000
-62.16700,-38.73300,296.20000
-71.15800,-41.15100,578.20000
-71.15000,-42.93300,322.20000
-65.26600,-43.20000,131.90000
172.53200,-43.48900,304.30000
147.14500,-43.48920,527.10000
146.90000,-43.60000,678.80000
146.27100,-43.65780,740.10000
-176.56700,-43.95000,456.70000
-67.50000,-45.78300,176.90000
168.33300,-46.41700,493.10000
51.85000,-46.43300,1013.30000
37.86700,-46.88300,1043.60000
-67.80300,-49.30700,150.50000
70.25000,-49.35000,374.80000
166.30000,-50.48300,405.50000
-69.28300,-51.61700,127.40000
-58.44700,-51.82300,251.40000
169.16700,-52.55000,650.40000
158.93700,-54.49900,492.30000
-44.73300,-60.73300,704.50000
-58.88300,-62.18300,291.80000
-58.98300,-62.18300,258.20000
-59.68300,-62.50000,241.60000
76.38300,-69.38300,143.70000
166.73300,-77.88330,82.50000
-119.53300,-80.01670,33.50000
0.00000,-90.00000,0.20000
